ISBN,editura,calea,an_aparitie,rating,opID
2058,Relx Group,http://www.gutenberg.org/ebooks/2058.txt.utf-8,2000,6,11758
20580,Klett,http://www.gutenberg.org/files/20580/20580-8.zip,2007,5,11759
20581,Harper Collins,http://www.gutenberg.org/files/20581/20581-8.txt,2007,4,11760
20582,Whiley,http://www.gutenberg.org/ebooks/20582.kindle.noimages,2007,7,11761
20583,Klett,http://www.gutenberg.org/ebooks/20583.kindle.images,2007,4,11762
20584,Informa,http://www.gutenberg.org/ebooks/20584.kindle.noimages,2007,2,11763
20585,La martiniere,http://www.gutenberg.org/ebooks/20585.epub.noimages,2007,7,11764
20586,Relx Group,http://www.gutenberg.org/ebooks/20586.epub.images,2007,8,11765
20587,RCS Libri,http://www.gutenberg.org/files/20587/20587-h.zip,2007,4,11766
20588,Holtzbrinck,http://www.gutenberg.org/files/20588/20588.txt,2007,10,11767
20589,ThomsonReuters,http://www.gutenberg.org/cache/epub/20589/pg20589.cover.small.jpg,2007,6,11768
2059,Abril Educacao,http://www.gutenberg.org/files/2059/2059-h.zip,2000,8,11769
21755,Relx Group,http://www.gutenberg.org/ebooks/21755.txt.utf-8,2007,4,13064
21756,RCS Libri,http://www.gutenberg.org/files/21756/21756-h.zip,2007,7,13065
21757,ThomsonReuters,http://www.gutenberg.org/files/21757/21757-h.zip,2007,6,13066
21758,Harper Collins,http://www.gutenberg.org/ebooks/21758.epub.images,2007,1,13067
21759,House,http://www.gutenberg.org/files/21759/21759.zip,2007,3,13068
2176,House,http://www.gutenberg.org/ebooks/2176.kindle.images,2000,2,13069
21760,Klett,http://www.gutenberg.org/ebooks/21760.epub.images,2007,8,13070
21761,Harper Collins,http://www.gutenberg.org/files/21761/21761.txt,2007,2,13071
21762,La martiniere,http://www.gutenberg.org/ebooks/21762.epub.noimages,2007,10,13072
21763,Relx Group,http://www.gutenberg.org/ebooks/21763.txt.utf-8,2007,2,13073
21764,Klett,http://www.gutenberg.org/files/21764/21764.zip,2007,7,13074
21765,RCS Libri,http://www.gutenberg.org/files/21765/21764-page-images/p212.png,2007,9,13075
21766,Klett,http://www.gutenberg.org/files/21766/21766-8.zip,2007,7,13076
21767,RCS Libri,http://www.gutenberg.org/files/21767/21767.zip,2007,5,13077
21768,Klett,http://www.gutenberg.org/files/21768/21768-h.zip,2007,1,13078
21769,House,http://www.gutenberg.org/files/21769/21769-h/pgimages/f014.tif,2007,2,13079
2177,La martiniere,http://www.gutenberg.org/ebooks/2177.rdf,2000,7,13080
21770,Hachette Livre,http://www.gutenberg.org/ebooks/21770.epub.noimages,2007,5,13081
21771,Boneir,http://www.gutenberg.org/files/21771/21771.txt,2007,1,13082
21772,Klett,http://www.gutenberg.org/ebooks/21772.kindle.images,2007,1,13083
21773,ThomsonReuters,http://www.gutenberg.org/files/21773/21773-h/21773-h.htm,2007,3,13084
21774,House,http://www.gutenberg.org/ebooks/21774.txt.utf-8,2007,2,13085
21775,Hachette Livre,http://www.gutenberg.org/files/21775/21775-8.zip,2007,5,13086
21776,House,http://www.gutenberg.org/ebooks/21776.rdf,2007,8,13087
21777,Scholastic,http://www.gutenberg.org/files/21777/21777-h.zip,2007,9,13088
21778,Pearson,http://www.gutenberg.org/ebooks/21778.txt.utf-8,2007,1,13089
21779,Grupo Planeta,http://www.gutenberg.org/ebooks/21779.kindle.noimages,2007,9,13090
2178,Scholastic,http://www.gutenberg.org/files/2178/2178-h.zip,2000,4,13091
21780,Boneir,http://www.gutenberg.org/files/21780/21780-8.txt,2007,3,13092
21781,Informa,http://www.gutenberg.org/ebooks/21781.kindle.images,2007,7,13093
21782,Abril Educacao,http://www.gutenberg.org/ebooks/21782.kindle.images,2007,3,13094
21783,Relx Group,http://www.gutenberg.org/ebooks/21783.kindle.noimages,2007,6,13095
21784,Holtzbrinck,http://www.gutenberg.org/ebooks/21784.rdf,2007,4,13096
21785,Grupo Planeta,http://www.gutenberg.org/files/21785/21785-8.txt,2007,7,13097
21786,Abril Educacao,http://www.gutenberg.org/ebooks/21786.epub.noimages,2007,9,13098
21787,Grupo Planeta,http://www.gutenberg.org/files/21787/21787-h/21787-h.htm,2007,2,13099
21788,RCS Libri,http://www.gutenberg.org/ebooks/21788.epub.images,2007,2,13100
21789,Hachette Livre,http://www.gutenberg.org/files/21789/21789-8.zip,2007,5,13101
2179,La martiniere,http://www.gutenberg.org/ebooks/2179.kindle.noimages,2000,9,13102
21790,La martiniere,http://www.gutenberg.org/files/21790/21790-8.txt,2007,7,13103
21791,Group Madrigal,http://www.gutenberg.org/ebooks/21791.kindle.noimages,2007,8,13104
21792,Pearson,http://www.gutenberg.org/ebooks/21792.kindle.images,2007,5,13105
21793,Abril Educacao,http://www.gutenberg.org/ebooks/21793.epub.noimages,2007,1,13106
21794,Abril Educacao,http://www.gutenberg.org/files/21794/21794.zip,2007,6,13107
21795,Hachette Livre,http://www.gutenberg.org/cache/epub/21795/pg21795.cover.small.jpg,2007,6,13108
21796,Relx Group,http://www.gutenberg.org/ebooks/21796.epub.images,2007,6,13109
21797,Scholastic,http://www.gutenberg.org/ebooks/21797.kindle.images,2007,4,13110
21798,ThomsonReuters,http://www.gutenberg.org/files/21798/ogg/21798-01.ogg,2007,6,13111
21799,Group Madrigal,http://www.gutenberg.org/ebooks/21799.kindle.images,2007,3,13112
218,Grupo Planeta,http://www.gutenberg.org/ebooks/218.kindle.noimages,2008,1,13113
2180,La martiniere,http://www.gutenberg.org/ebooks/2180.txt.utf-8,2000,10,13114
21800,Abril Educacao,http://www.gutenberg.org/ebooks/21800.kindle.images,2007,1,13115
21801,Klett,http://www.gutenberg.org/ebooks/21801.kindle.images,2007,10,13116
21802,Whiley,http://www.gutenberg.org/ebooks/21802.html.noimages,2007,7,13117
21803,Penguin Random,http://www.gutenberg.org/ebooks/21803.kindle.noimages,2007,4,13118
21804,Boneir,http://www.gutenberg.org/files/21804/21804-h.zip,2007,10,13119
21805,La martiniere,http://www.gutenberg.org/ebooks/21805.rdf,2007,3,13120
21806,Grupo Planeta,http://www.gutenberg.org/ebooks/21806.epub.images,2007,8,13121
21807,Grupo Planeta,http://www.gutenberg.org/ebooks/21807.txt.utf-8,2007,4,13122
21808,Penguin Random,http://www.gutenberg.org/ebooks/21808.kindle.images,2007,5,13123
21809,Harper Collins,http://www.gutenberg.org/files/21809/21809-8.txt,2007,9,13124
2181,Scholastic,http://www.gutenberg.org/files/2181/2181.zip,2006,8,13125
21810,Scholastic,http://www.gutenberg.org/files/21810/21810.txt,2007,2,13126
21811,Boneir,http://www.gutenberg.org/files/21811/21811-8.zip,2007,9,13127
21812,Pearson,http://www.gutenberg.org/ebooks/21812.rdf,2007,2,13128
21813,Relx Group,http://www.gutenberg.org/files/21813/21813-h/21813-h.htm,2007,9,13129
21814,Harper Collins,http://www.gutenberg.org/ebooks/21814.kindle.noimages,2007,5,13130
21815,ThomsonReuters,http://www.gutenberg.org/files/21815/21815.txt,2007,2,13131
21816,Holtzbrinck,http://www.gutenberg.org/ebooks/21816.kindle.images,2007,5,13132
21817,RCS Libri,http://www.gutenberg.org/files/21817/21817-8.zip,2007,7,13133
21818,RCS Libri,http://www.gutenberg.org/files/21818/21818-h.zip,2007,10,13134
21819,Abril Educacao,http://www.gutenberg.org/ebooks/21819.kindle.images,2007,5,13135
2182,Group Madrigal,http://www.gutenberg.org/ebooks/2182.rdf,2006,4,13136
21820,Whiley,http://www.gutenberg.org/files/21820/21820.txt,2007,8,13137
21821,La martiniere,http://www.gutenberg.org/ebooks/21821.txt.utf-8,2007,6,13138
21822,Harper Collins,http://www.gutenberg.org/cache/epub/21822/pg21822.cover.small.jpg,2007,10,13139
21823,Informa,http://www.gutenberg.org/files/21823/21823-h.zip,2007,10,13140
21824,Group Madrigal,http://www.gutenberg.org/files/21824/21824-8.txt,2007,2,13141
21825,Boneir,http://www.gutenberg.org/files/21825/21825-8.txt,2007,5,13142
21826,Group Madrigal,http://www.gutenberg.org/ebooks/21826.kindle.images,2007,7,13143
21827,Holtzbrinck,http://www.gutenberg.org/files/21827/21827-h.zip,2007,10,13144
21828,RCS Libri,http://www.gutenberg.org/files/21828/21828-8.zip,2007,4,13145
21829,Boneir,http://www.gutenberg.org/files/21829/21829-8.zip,2007,4,13146
2183,Penguin Random,http://www.gutenberg.org/ebooks/2183.rdf,2000,9,13147
21830,Holtzbrinck,http://www.gutenberg.org/ebooks/21830.kindle.images,2007,8,13148
21831,Abril Educacao,http://www.gutenberg.org/files/21831/21831-h/21831-h.htm,2007,3,13149
2300,Klett,http://www.gutenberg.org/files/2300/2300-8.zip,2000,3,14448
23000,Abril Educacao,http://www.gutenberg.org/files/23000/23000.zip,2007,3,14449
23001,Klett,http://www.gutenberg.org/files/23001/23001.txt,2007,3,14450
23002,ThomsonReuters,http://www.gutenberg.org/ebooks/23002.kindle.images,2007,8,14451
23003,Informa,http://www.gutenberg.org/files/23003/23003.txt,2007,2,14452
23004,Hachette Livre,http://www.gutenberg.org/ebooks/23004.epub.noimages,2007,10,14453
23005,Hachette Livre,http://www.gutenberg.org/files/23005/23005.zip,2007,5,14454
23006,RCS Libri,http://www.gutenberg.org/files/23006/23006.zip,2007,10,14455
23007,Group Madrigal,http://www.gutenberg.org/files/23007/23007-h/23007-h.htm,2007,4,14456
23008,RCS Libri,http://www.gutenberg.org/ebooks/23008.txt.utf-8,2007,8,14457
23009,Pearson,http://www.gutenberg.org/ebooks/23009.txt.utf-8,2007,5,14458
2301,Informa,http://www.gutenberg.org/ebooks/2301.epub.images,2006,10,14459
23010,Informa,http://www.gutenberg.org/ebooks/23010.epub.noimages,2007,8,14460
23011,Scholastic,http://www.gutenberg.org/ebooks/23011.kindle.noimages,2007,8,14461
23012,Scholastic,http://www.gutenberg.org/files/23012/23012.txt,2007,9,14462
23013,RCS Libri,http://www.gutenberg.org/files/23013/23013.zip,2007,8,14463
23014,House,http://www.gutenberg.org/files/23014/23014-8.txt,2007,6,14464
23015,Harper Collins,http://www.gutenberg.org/files/23015/23015-h/23015-h.htm,2007,4,14465
23016,Informa,http://www.gutenberg.org/files/23016/23016.txt,2007,9,14466
23017,Harper Collins,http://www.gutenberg.org/ebooks/23017.kindle.images,2007,9,14467
23018,RCS Libri,http://www.gutenberg.org/ebooks/23018.txt.utf-8,2007,3,14468
23019,Pearson,http://www.gutenberg.org/ebooks/23019.epub.images,2007,5,14469
2302,Abril Educacao,http://www.gutenberg.org/files/2302/2302-h/2302-h.htm,2000,5,14470
23020,Relx Group,http://www.gutenberg.org/ebooks/23020.rdf,2007,4,14471
23021,Group Madrigal,http://www.gutenberg.org/ebooks/23021.kindle.images,2007,3,14472
23022,Klett,http://www.gutenberg.org/files/23022/23022-h.zip,2007,7,14473
23023,Scholastic,http://www.gutenberg.org/files/23023/23023.txt,2007,5,14474
23024,House,http://www.gutenberg.org/ebooks/23024.epub.images,2007,4,14475
23025,La martiniere,http://www.gutenberg.org/ebooks/23025.epub.noimages,2007,7,14476
23026,Group Madrigal,http://www.gutenberg.org/ebooks/23026.txt.utf-8,2007,8,14477
23027,ThomsonReuters,http://www.gutenberg.org/ebooks/23027.kindle.noimages,2007,4,14478
23028,ThomsonReuters,http://www.gutenberg.org/files/23028/23028.zip,2007,8,14479
23029,Abril Educacao,http://www.gutenberg.org/files/23029/23029-h/23029-h.htm,2007,8,14480
2303,ThomsonReuters,http://www.gutenberg.org/ebooks/2303.kindle.images,2000,4,14481
23030,RCS Libri,http://www.gutenberg.org/ebooks/23030.rdf,2007,1,14482
23031,Klett,http://www.gutenberg.org/ebooks/23031.epub.images,2007,5,14483
23032,La martiniere,http://www.gutenberg.org/ebooks/23032.kindle.noimages,2007,6,14484
23033,Group Madrigal,http://www.gutenberg.org/ebooks/23033.epub.noimages,2007,6,14485
23034,Grupo Planeta,http://www.gutenberg.org/files/23034/23034-8.zip,2007,1,14486
23035,Penguin Random,http://www.gutenberg.org/ebooks/23035.txt.utf-8,2007,10,14487
23036,Boneir,http://www.gutenberg.org/ebooks/23036.rdf,2007,10,14488
23037,Relx Group,http://www.gutenberg.org/ebooks/23037.kindle.images,2007,1,14489
23038,La martiniere,http://www.gutenberg.org/files/23038/23038-8.txt,2007,4,14490
23039,Grupo Planeta,http://www.gutenberg.org/ebooks/23039.kindle.noimages,2007,10,14491
2304,Whiley,http://www.gutenberg.org/ebooks/2304.kindle.noimages,2000,2,14492
23040,Boneir,http://www.gutenberg.org/ebooks/23040.epub.noimages,2007,6,14493
23041,Group Madrigal,http://www.gutenberg.org/ebooks/23041.txt.utf-8,2007,9,14494
23042,Informa,http://www.gutenberg.org/files/23042/23042.zip,2007,7,14495
23043,Group Madrigal,http://www.gutenberg.org/files/23043/23043-8.zip,2007,4,14496
23044,Group Madrigal,http://www.gutenberg.org/files/23044/23044-8.txt,2007,4,14497
23045,Hachette Livre,http://www.gutenberg.org/files/23045/23045-8.zip,2007,6,14498
23046,House,http://www.gutenberg.org/files/23046/23046-h.zip,2007,5,14499
23047,Whiley,http://www.gutenberg.org/ebooks/23047.kindle.noimages,2007,1,14500
23048,Informa,http://www.gutenberg.org/ebooks/23048.kindle.noimages,2007,2,14501
23049,RCS Libri,http://www.gutenberg.org/ebooks/23049.epub.images,2007,9,14502
2305,Grupo Planeta,http://www.gutenberg.org/files/2305/2305-h/2305-h.htm,2006,2,14503
23050,Klett,http://www.gutenberg.org/ebooks/23050.epub.images,2007,8,14504
23051,Abril Educacao,http://www.gutenberg.org/ebooks/23051.kindle.noimages,2007,2,14505
23052,Penguin Random,http://www.gutenberg.org/files/23052/23052.txt,2007,9,14506
23053,Hachette Livre,http://www.gutenberg.org/files/23053/night_of_the_living_dead.thumbs/night_of_the_living_dead_00000007.jpg,2007,10,14507
23054,Penguin Random,http://www.gutenberg.org/ebooks/23054.kindle.images,2007,8,14508
23055,Abril Educacao,http://www.gutenberg.org/ebooks/23055.rdf,2007,8,14509
23056,Grupo Planeta,http://www.gutenberg.org/ebooks/23056.rdf,2007,7,14510
23057,Abril Educacao,http://www.gutenberg.org/ebooks/23057.txt.utf-8,2007,2,14511
23058,Grupo Planeta,http://www.gutenberg.org/files/23058/23058.txt,2007,2,14512
23059,Harper Collins,http://www.gutenberg.org/ebooks/23059.kindle.images,2007,1,14513
2306,Informa,http://www.gutenberg.org/ebooks/2306.txt.utf-8,2000,6,14514
23060,Penguin Random,http://www.gutenberg.org/ebooks/23060.kindle.noimages,2007,4,14515
23061,Holtzbrinck,http://www.gutenberg.org/ebooks/23061.kindle.images,2007,8,14516
23062,Relx Group,http://www.gutenberg.org/files/23062/23062.zip,2007,8,14517
23063,House,http://www.gutenberg.org/files/23063/23063-8.txt,2007,7,14518
23064,Hachette Livre,http://www.gutenberg.org/files/23064/23064-8.zip,2007,8,14519
23065,Pearson,http://www.gutenberg.org/files/23065/23065.txt,2007,10,14520
23066,Penguin Random,http://www.gutenberg.org/files/23066/23066-h.zip,2007,8,14521
23067,Whiley,http://www.gutenberg.org/files/23067/23067-h/23067-h.htm,2007,8,14522
23068,Relx Group,http://www.gutenberg.org/ebooks/23068.rdf,2007,6,14523
23069,Informa,http://www.gutenberg.org/ebooks/23069.rdf,2007,1,14524
2307,Whiley,http://www.gutenberg.org/files/2307/2307-h.zip,2006,9,14525
23070,Holtzbrinck,http://www.gutenberg.org/ebooks/23070.epub.noimages,2007,10,14526
23071,Pearson,http://www.gutenberg.org/files/23071/23071-h/23071-h.htm,2007,1,14527
23072,Klett,http://www.gutenberg.org/files/23072/23072-h/23072-h.htm,2007,2,14528
23073,Boneir,http://www.gutenberg.org/ebooks/23073.rdf,2007,1,14529
23074,Abril Educacao,http://www.gutenberg.org/ebooks/23074.rdf,2007,10,14530
23075,Hachette Livre,http://www.gutenberg.org/files/23075/mp3/23075-18.mp3,2007,6,14531
23076,Group Madrigal,http://www.gutenberg.org/files/23076/ogg/23076-02.ogg,2007,6,14532
23077,Hachette Livre,http://www.gutenberg.org/files/23077/ogg/23077-32.ogg,2007,6,14533
19422,Penguin Random,http://www.gutenberg.org/ebooks/19422.epub.noimages,2006,5,10472
19423,ThomsonReuters,http://www.gutenberg.org/files/19423/19423-h.zip,2006,1,10473
19424,Scholastic,http://www.gutenberg.org/ebooks/19424.epub.noimages,2006,9,10474
19425,Penguin Random,http://www.gutenberg.org/cache/epub/19425/pg19425.cover.medium.jpg,2006,1,10475
19426,Penguin Random,http://www.gutenberg.org/files/19426/19426-8.zip,2006,4,10476
19427,Relx Group,http://www.gutenberg.org/ebooks/19427.kindle.noimages,2006,6,10477
19428,Hachette Livre,http://www.gutenberg.org/ebooks/19428.html.images,2006,4,10478
19429,Grupo Planeta,http://www.gutenberg.org/ebooks/19429.html.images,2006,7,10479
1943,Relx Group,http://www.gutenberg.org/ebooks/1943.rdf,2005,5,10480
19430,Informa,http://www.gutenberg.org/ebooks/19430.html.images,2006,5,10481
19431,Informa,http://www.gutenberg.org/ebooks/19431.txt.utf-8,2006,3,10482
19432,Relx Group,http://www.gutenberg.org/files/19432/19432-8.txt,2006,6,10483
19433,La martiniere,http://www.gutenberg.org/files/19433/19433-0.zip,2006,7,10484
19434,House,http://www.gutenberg.org/ebooks/19434.kindle.images,2006,6,10485
19435,Informa,http://www.gutenberg.org/ebooks/19435.txt.utf-8,2006,3,10486
19436,Penguin Random,http://www.gutenberg.org/files/19436/19436-h/19436-h.htm,2006,8,10487
19437,Klett,http://www.gutenberg.org/ebooks/19437.rdf,2006,10,10488
19438,Relx Group,http://www.gutenberg.org/files/19438/19438-h/19438-h.htm,2006,4,10489
19439,Hachette Livre,http://www.gutenberg.org/ebooks/19439.epub.images,2006,6,10490
1944,Relx Group,http://www.gutenberg.org/files/1944/1944.txt,2006,7,10491
19440,Harper Collins,http://www.gutenberg.org/files/19440/19440-8.txt,2006,10,10492
19441,Hachette Livre,http://www.gutenberg.org/files/19441/19441.txt,2006,4,10493
19442,Hachette Livre,http://www.gutenberg.org/files/19442/19442-8.zip,2006,2,10494
19443,Grupo Planeta,http://www.gutenberg.org/ebooks/19443.kindle.images,2006,9,10495
19444,Informa,http://www.gutenberg.org/ebooks/19444.epub.noimages,2006,9,10496
19445,La martiniere,http://www.gutenberg.org/files/19445/19445-8.txt,2006,1,10497
19446,Klett,http://www.gutenberg.org/files/19446/19446-h/19446-h.htm,2006,2,10498
19447,Informa,http://www.gutenberg.org/ebooks/19447.epub.images,2006,3,10499
19448,Hachette Livre,http://www.gutenberg.org/files/19448/19448.zip,2006,6,10500
19449,Boneir,http://www.gutenberg.org/ebooks/19449.kindle.noimages,2006,2,10501
1945,House,http://www.gutenberg.org/ebooks/1945.rdf,1999,6,10502
19450,Hachette Livre,http://www.gutenberg.org/files/19450/19450-spx/19450-spx-11.spx,2006,8,10503
19451,House,http://www.gutenberg.org/ebooks/19451.kindle.noimages,2006,1,10504
19452,Group Madrigal,http://www.gutenberg.org/ebooks/19452.epub.images,2006,7,10505
19453,Whiley,http://www.gutenberg.org/files/19453/19453-8.txt,2006,2,10506
19454,Scholastic,http://www.gutenberg.org/ebooks/19454.kindle.images,2006,7,10507
19455,Holtzbrinck,http://www.gutenberg.org/ebooks/19455.epub.noimages,2006,8,10508
19456,Scholastic,http://www.gutenberg.org/ebooks/19456.epub.images,2006,7,10509
19457,Whiley,http://www.gutenberg.org/files/19457/19457-0.txt,2006,7,10510
19458,Klett,http://www.gutenberg.org/ebooks/19458.txt.utf-8,2006,9,10511
19459,Harper Collins,http://www.gutenberg.org/ebooks/19459.rdf,2006,2,10512
1946,La martiniere,http://www.gutenberg.org/ebooks/1946.rdf,2006,2,10513
19460,Scholastic,http://www.gutenberg.org/files/19460/19460-8.zip,2006,2,10514
19461,RCS Libri,http://www.gutenberg.org/files/19461/19461.zip,2006,4,10515
19462,Grupo Planeta,http://www.gutenberg.org/ebooks/19462.epub.noimages,2006,7,10516
19463,Scholastic,http://www.gutenberg.org/files/19463/19463.zip,2006,4,10517
19464,Harper Collins,http://www.gutenberg.org/files/19464/19464.txt,2006,10,10518
19465,RCS Libri,http://www.gutenberg.org/files/19465/19465-h/19465-h.html,2006,3,10519
19466,ThomsonReuters,http://www.gutenberg.org/files/19466/19466-ogg/19466-ogg-15.ogg,2006,7,10520
19467,Whiley,http://www.gutenberg.org/files/19467/19467-spx/06 06 - The Scarecrow and the Tin Wo.spx,2006,1,10521
19468,Boneir,http://www.gutenberg.org/files/19468/19468-h/19468-h.htm,2006,2,10522
19469,Harper Collins,http://www.gutenberg.org/files/19469/19469-8.zip,2006,2,10523
1947,House,http://www.gutenberg.org/files/1947/1947-h/1947-h.htm,1999,2,10524
19470,Relx Group,http://www.gutenberg.org/ebooks/19470.rdf,2006,8,10525
19471,Pearson,http://www.gutenberg.org/ebooks/19471.epub.noimages,2006,7,10526
19472,Boneir,http://www.gutenberg.org/files/19472/19472-8.txt,2006,3,10527
19473,ThomsonReuters,http://www.gutenberg.org/ebooks/19473.kindle.images,2006,6,10528
19474,Pearson,http://www.gutenberg.org/files/19474/19474-8.zip,2006,8,10529
19475,Hachette Livre,http://www.gutenberg.org/ebooks/19475.kindle.images,2006,7,10530
19476,Abril Educacao,http://www.gutenberg.org/ebooks/19476.epub.noimages,2006,2,10531
19477,Pearson,http://www.gutenberg.org/files/19477/19477.zip,2006,2,10532
19478,Hachette Livre,http://www.gutenberg.org/files/19478/19478.zip,2006,6,10533
19479,Harper Collins,http://www.gutenberg.org/ebooks/19479.kindle.noimages,2006,6,10534
1948,Informa,http://www.gutenberg.org/files/1948/1948-h/1948-h.htm,2006,6,10535
19480,Pearson,http://www.gutenberg.org/ebooks/19480.txt.utf-8,2006,7,10536
19481,Boneir,http://www.gutenberg.org/cache/epub/19481/pg19481.cover.medium.jpg,2006,10,10537
19482,Whiley,http://www.gutenberg.org/files/19482/19482-h.zip,2006,3,10538
19483,Klett,http://www.gutenberg.org/ebooks/19483.kindle.noimages,2006,10,10539
19484,Boneir,http://www.gutenberg.org/files/19484/19484-h.zip,2006,6,10540
19485,Klett,http://www.gutenberg.org/files/19485/19485-8.txt,2006,1,10541
19486,La martiniere,http://www.gutenberg.org/files/19486/19486-0.txt,2006,10,10542
19487,Harper Collins,http://www.gutenberg.org/files/19487/19487-page-images.zip,2006,10,10543
19488,Klett,http://www.gutenberg.org/files/19488/19488-h/19488-h.htm,2006,3,10544
19489,Abril Educacao,http://www.gutenberg.org/ebooks/19489.txt.utf-8,2006,2,10545
1949,Relx Group,http://www.gutenberg.org/ebooks/1949.txt.utf-8,1999,6,10546
19490,Pearson,http://www.gutenberg.org/files/19490/19490-h.zip,2006,8,10547
19491,Klett,http://www.gutenberg.org/files/19491/19491.txt,2006,6,10548
19492,Penguin Random,http://www.gutenberg.org/files/19492/19492-h/19492-h.htm,2006,1,10549
19493,Abril Educacao,http://www.gutenberg.org/files/19493/19493-h/19493-h.htm,2006,9,10550
19494,Pearson,http://www.gutenberg.org/ebooks/19494.rdf,2006,10,10551
19495,Group Madrigal,http://www.gutenberg.org/files/19495/19495-8.zip,2006,2,10552
19496,Grupo Planeta,http://www.gutenberg.org/files/19496/19496-h/19496-h.htm,2006,8,10553
19497,Harper Collins,http://www.gutenberg.org/ebooks/19497.kindle.noimages,2006,4,10554
19498,Pearson,http://www.gutenberg.org/ebooks/19498.kindle.images,2006,7,10555
19499,Grupo Planeta,http://www.gutenberg.org/ebooks/19499.txt.utf-8,2006,10,10556
195,Abril Educacao,http://www.gutenberg.org,2016,9,10557
20590,ThomsonReuters,http://www.gutenberg.org/ebooks/20590.kindle.images,2007,8,11770
20591,Group Madrigal,http://www.gutenberg.org/files/20591/mp3/20591-03.mp3,2007,6,11771
20592,Klett,http://www.gutenberg.org/files/20592/20592-ogg.zip,2007,4,11772
20593,La martiniere,http://www.gutenberg.org/files/20593/mp3/20593-30.mp3,2007,1,11773
20594,Relx Group,http://www.gutenberg.org/files/20594/ogg/20594-05.ogg,2007,3,11774
20595,Harper Collins,http://www.gutenberg.org/files/20595/20595-ogg.zip,2007,7,11775
20596,Klett,http://www.gutenberg.org/files/20596/20596-readme.txt,2007,5,11776
20597,Boneir,http://www.gutenberg.org/files/20597/20597-mp3.zip,2007,7,11777
20598,ThomsonReuters,http://www.gutenberg.org/files/20598/m4b/20598-32.m4b,2007,1,11778
20599,Pearson,http://www.gutenberg.org/files/20599/20599-mp3.zip,2007,7,11779
206,Grupo Planeta,http://www.gutenberg.org/ebooks/206.txt.utf-8,2008,7,11780
2060,Relx Group,http://www.gutenberg.org/files/2060/2060-h/2060-h.htm,2000,7,11781
20600,Harper Collins,http://www.gutenberg.org/files/20600/m4b/20600-02.m4b,2007,6,11782
20601,Grupo Planeta,http://www.gutenberg.org/files/20601/20601-spx.zip,2007,2,11783
20602,Informa,http://www.gutenberg.org/files/20602/ogg/20602-04.ogg,2007,4,11784
20603,Holtzbrinck,http://www.gutenberg.org/files/20603/ogg/20603-06.ogg,2007,9,11785
20604,RCS Libri,http://www.gutenberg.org/files/20604/mp3/20604-11.mp3,2007,4,11786
20605,Informa,http://www.gutenberg.org/files/20605/20605-m4b.zip,2007,3,11787
20606,House,http://www.gutenberg.org/files/20606/20606.txt,2007,10,11788
20607,House,http://www.gutenberg.org/files/20607/20607-8.zip,2007,3,11789
20608,Holtzbrinck,http://www.gutenberg.org/files/20608/20608.zip,2007,7,11790
20609,Boneir,http://www.gutenberg.org/files/20609/20609.txt,2007,10,11791
2061,La martiniere,http://www.gutenberg.org/ebooks/2061.epub.images,2000,8,11792
20610,Pearson,http://www.gutenberg.org/files/20610/20610-8.zip,2007,7,11793
20611,Scholastic,http://www.gutenberg.org/ebooks/20611.kindle.noimages,2007,8,11794
20612,Group Madrigal,http://www.gutenberg.org/files/20612/20612-h.zip,2007,5,11795
20613,Whiley,http://www.gutenberg.org/ebooks/20613.epub.images,2007,10,11796
20614,Informa,http://www.gutenberg.org/files/20614/20614.txt,2007,10,11797
20615,La martiniere,http://www.gutenberg.org/ebooks/20615.rdf,2007,6,11798
20616,Holtzbrinck,http://www.gutenberg.org/ebooks/20616.epub.images,2007,3,11799
20617,Scholastic,http://www.gutenberg.org/ebooks/20617.txt.utf-8,2007,10,11800
20618,Holtzbrinck,http://www.gutenberg.org/files/20618/20618-h/20618-h.htm,2007,5,11801
20619,Klett,http://www.gutenberg.org/files/20619/20619-h.zip,2007,2,11802
2062,RCS Libri,http://www.gutenberg.org/ebooks/2062.epub.images,2000,10,11803
20620,House,http://www.gutenberg.org/files/20620/20620-h/20620-h.htm,2007,3,11804
20621,Abril Educacao,http://www.gutenberg.org/ebooks/20621.kindle.noimages,2007,4,11805
20622,RCS Libri,http://www.gutenberg.org/files/20622/20622.zip,2007,5,11806
20623,Grupo Planeta,http://www.gutenberg.org/ebooks/20623.kindle.images,2007,5,11807
20624,La martiniere,http://www.gutenberg.org/files/20624/20624-h.zip,2007,3,11808
20625,Grupo Planeta,http://www.gutenberg.org/files/20625/20625-8.zip,2007,9,11809
20626,Boneir,http://www.gutenberg.org/ebooks/20626.epub.images,2007,6,11810
20627,Abril Educacao,http://www.gutenberg.org/files/20627/20627-8.zip,2007,3,11811
20628,Harper Collins,http://www.gutenberg.org/files/20628/20628-8.zip,2007,1,11812
20629,Informa,http://www.gutenberg.org/ebooks/20629.epub.images,2007,6,11813
2063,ThomsonReuters,http://www.gutenberg.org/files/2063/2063.txt,2000,10,11814
20630,Abril Educacao,http://www.gutenberg.org/ebooks/20630.txt.utf-8,2007,4,11815
20631,House,http://www.gutenberg.org/ebooks/20631.epub.noimages,2007,9,11816
20632,Harper Collins,http://www.gutenberg.org/ebooks/20632.kindle.noimages,2007,7,11817
20633,Harper Collins,http://www.gutenberg.org/ebooks/20633.kindle.images,2007,9,11818
