opID,subgen
11849,Dramă
11850,Romantic
11851,Romantic
11852,Fizică
11853,Război
11854,Romantic
11855,Familie
11856,SF
11857,Familie
11858,Matematică
11859,Dramă
10178,SF
10179,Istorie
10180,Fizică
10181,Fizică
10182,Război
10183,Romantic
10184,Romantic
10185,Romantic
10186,Informatică
10187,Familie
10188,Informatică
10189,Război
10190,Familie
10191,Fizică
10192,Romantic
10193,Familie
10194,Dramă
10195,Matematică
10196,Război
10197,Dramă
10198,Istorie
10199,Război
10200,Istorie
10201,Matematică
10202,Război
10203,Dramă
10204,SF
10205,Informatică
10206,Fizică
10207,Informatică
10208,Fizică
10209,Război
10210,Dramă
10211,Război
10212,Informatică
10213,Matematică
10214,Război
10215,Istorie
10216,Romantic
10217,Informatică
10218,Război
10219,Dramă
10220,SF
10221,Romantic
10222,Fizică
10223,Romantic
10224,Dramă
10225,Dramă
10226,Romantic
10227,Istorie
10228,Război
10229,Informatică
10230,SF
10231,Dramă
10232,Matematică
10233,Romantic
10234,Romantic
10235,Istorie
10236,Matematică
10237,Matematică
10238,Familie
10239,Istorie
10240,Matematică
10241,Matematică
10242,Război
10243,Romantic
10244,Informatică
10245,Informatică
10246,Romantic
10247,Istorie
10248,Fizică
10249,Informatică
10250,Romantic
10251,Romantic
10252,Dramă
10253,Matematică
10254,Istorie
10255,Război
10256,Romantic
10257,Război
10258,Fizică
10259,Fizică
10260,Familie
10261,Război
10262,Matematică
10263,Romantic
10264,SF
10265,Război
10266,Romantic
10267,Fizică
10268,Fizică
10269,Familie
10270,SF
10271,Informatică
10272,Război
10273,Dramă
10274,Romantic
10275,Istorie
10276,Război
10277,SF
10278,Informatică
10279,Informatică
10280,Matematică
10281,Informatică
10282,Fizică
10283,Informatică
10284,Romantic
10285,Război
10286,Istorie
10287,Matematică
10288,Dramă
10289,Romantic
10290,Romantic
10291,Istorie
10292,Dramă
10293,Fizică
10294,Matematică
10295,Istorie
10296,Informatică
10297,Romantic
10298,Matematică
10299,Familie
10300,Familie
10301,Dramă
10302,SF
10303,Informatică
10304,Informatică
10305,Război
10306,Romantic
10307,Dramă
10308,Dramă
10309,Matematică
10310,Fizică
10311,Familie
10312,Familie
10313,Informatică
10314,Informatică
10315,Romantic
10316,Matematică
10317,Matematică
10318,Dramă
10319,Familie
10320,Romantic
10321,Război
10322,SF
10323,Matematică
10324,Romantic
10325,Dramă
10326,SF
10327,Istorie
10328,Istorie
10329,Dramă
10330,SF
10331,Matematică
10332,Familie
10333,Romantic
10334,Familie
10335,Informatică
10336,SF
10337,Fizică
10338,Romantic
10339,Romantic
10340,Război
10341,SF
10342,Familie
10343,Romantic
10344,Război
10345,Romantic
10346,Informatică
10347,SF
10348,Război
10349,Romantic
10350,Fizică
10351,Informatică
10000,SF
10001,Matematică
10002,Romantic
10003,Informatică
10004,Romantic
10005,Romantic
10006,Familie
10007,Matematică
10008,Istorie
10009,Fizică
10010,Dramă
10011,Romantic
10012,Fizică
10013,Istorie
10014,Matematică
10015,Familie
10016,SF
10017,Familie
10018,Romantic
10019,SF
10020,Romantic
10021,Fizică
10022,SF
10023,SF
10024,Informatică
10025,Romantic
10026,Romantic
10027,Istorie
10028,Familie
10029,Război
10030,Informatică
10031,Romantic
10032,Familie
10033,SF
10034,Dramă
10035,Familie
10036,Dramă
10037,Fizică
10038,SF
10039,Dramă
10040,Matematică
10041,Dramă
10042,Război
10043,Matematică
10044,Război
10045,Informatică
10046,Dramă
10047,SF
10048,Război
10049,SF
10050,Matematică
10051,Familie
10052,Matematică
10053,Dramă
10054,Informatică
10055,Dramă
10056,Familie
10057,Fizică
10058,Familie
10059,Dramă
10060,Fizică
10061,Familie
10062,Istorie
10063,Istorie
10064,Familie
10065,SF
10066,SF
10067,Informatică
10068,Istorie
10069,Fizică
10070,Matematică
10071,Familie
10072,Război
10073,Familie
10074,SF
10075,Matematică
10076,Familie
10077,Informatică
10078,Matematică
10079,Familie
10080,Familie
10081,Dramă
10082,Informatică
10083,SF
10084,Război
10085,SF
10086,SF
10087,Matematică
10088,Fizică
10089,Fizică
10090,SF
10091,Familie
10092,Fizică
10093,Matematică
10094,Fizică
10095,Familie
10096,Fizică
10097,Dramă
10098,Istorie
10099,Familie
10100,Matematică
10101,Război
10102,Fizică
10103,SF
10104,Familie
10105,Fizică
10106,SF
10107,Romantic
10108,Fizică
10109,Război
10110,Fizică
10111,Istorie
10112,Romantic
10113,SF
10114,Familie
10115,SF
10116,Romantic
10117,Război
10118,Romantic
10119,SF
10120,Romantic
10121,Romantic
10122,Matematică
10123,Matematică
10124,Matematică
10125,SF
10126,Război
10127,Război
10128,Fizică
10129,Familie
10130,Istorie
10131,Informatică
10132,Matematică
10133,SF
10134,Familie
10135,SF
10136,Familie
10137,Fizică
10138,Război
10139,Război
10140,Matematică
10141,SF
10142,SF
10143,Matematică
10144,Fizică
10145,Război
10146,Fizică
10147,Dramă
10148,Romantic
10149,Romantic
10150,Război
10151,Informatică
10152,Romantic
10153,SF
10154,Fizică
10155,Romantic
10156,Familie
10157,Romantic
10158,Matematică
10159,Dramă
10160,Fizică
10161,SF
10162,Fizică
10163,Romantic
10164,Informatică
10165,SF
10166,Matematică
10167,Matematică
10168,Istorie
10169,Dramă
10170,Informatică
10171,Romantic
10172,Fizică
10173,Informatică
10174,Război
10175,Istorie
10176,Familie
10177,Matematică
12881,SF
12882,Matematică
12883,Romantic
12884,Fizică
12885,Familie
12886,Război
12887,Familie
12888,Familie
12889,Război
12890,SF
12891,Dramă
12892,Romantic
12893,Istorie
12894,Război
12895,SF
12896,Dramă
12897,Dramă
12898,Informatică
12899,Dramă
12900,Dramă
12901,Istorie
12902,Matematică
12903,Dramă
12904,Informatică
12905,Fizică
12906,Fizică
12907,Fizică
12908,Istorie
12909,Informatică
12910,Război
12911,Matematică
12912,Fizică
12913,SF
12914,Dramă
12915,SF
12916,Informatică
12917,Fizică
12918,Familie
12919,Matematică
12920,Istorie
12921,Matematică
12922,Romantic
12923,Informatică
12924,Fizică
12925,Fizică
12926,Informatică
12927,SF
12928,Fizică
12929,Istorie
12930,Război
12931,Fizică
12932,Război
12933,Război
12934,Matematică
12935,Dramă
12936,Dramă
12937,Dramă
12938,Dramă
12939,Fizică
12940,Fizică
12941,Istorie
12942,Informatică
12943,Fizică
12944,Romantic
12945,Romantic
12946,Familie
12947,Fizică
12948,Dramă
12949,Familie
12950,Informatică
12951,Dramă
12952,Istorie
12953,Istorie
12954,Romantic
12955,Familie
12956,Dramă
12957,Război
12958,Matematică
12959,Istorie
12960,Fizică
12961,Informatică
12962,Istorie
12963,Istorie
12964,Fizică
12965,Informatică
12966,Romantic
12967,Război
12968,Război
12969,Familie
12970,Fizică
12971,Romantic
12972,Romantic
12973,Război
12974,Informatică
12975,Familie
12976,Familie
12977,Matematică
12978,Familie
12979,Fizică
12980,SF
12981,Informatică
12982,SF
12983,Istorie
12984,Familie
12985,Matematică
12986,Istorie
12987,Fizică
12988,Romantic
12989,Matematică
12990,Dramă
12991,SF
12992,Familie
12993,Matematică
12994,Informatică
12995,Familie
12996,Dramă
12997,SF
12998,Fizică
12999,Romantic
13000,Istorie
13001,Dramă
13002,Fizică
13003,Matematică
13004,Matematică
13005,Istorie
13006,Fizică
13007,SF
13008,Dramă
13009,Informatică
13010,Război
13011,SF
13012,Război
13013,SF
13014,SF
13015,Romantic
13016,SF
13017,SF
13018,Familie
13019,Dramă
13020,Informatică
13021,Dramă
13022,Romantic
13023,SF
13024,Fizică
13025,Familie
13026,Romantic
13027,Informatică
13028,Fizică
13029,Informatică
13030,Istorie
13031,Dramă
13032,Matematică
13033,Istorie
13034,Matematică
13035,Familie
13036,Război
13037,Fizică
13038,Familie
13039,Romantic
13040,Familie
13041,Familie
13042,Fizică
13043,Istorie
13044,Război
13045,Matematică
13046,Fizică
13047,Dramă
13048,Informatică
13049,Informatică
13050,Romantic
13051,SF
13052,Dramă
13053,Război
13054,SF
13055,Dramă
13056,Familie
13057,Război
13058,Istorie
13059,Istorie
13060,Informatică
13061,SF
13062,Informatică
13063,Război
13064,Fizică
13065,Istorie
13066,Familie
13067,Război
13068,Dramă
13069,Fizică
13070,Informatică
13071,Dramă
13072,Fizică
13073,Istorie
13074,Dramă
13075,Familie
13076,Matematică
13077,Fizică
13078,Familie
13079,Război
13080,Matematică
13081,Dramă
13082,Dramă
13083,Dramă
13084,Romantic
13085,Informatică
13086,Romantic
13087,Dramă
13088,SF
13089,Familie
13090,Matematică
13091,Romantic
13092,Matematică
13093,Istorie
13094,Dramă
13095,Familie
13096,Dramă
13097,Dramă
13098,Romantic
13099,Război
13100,Război
13101,Dramă
13102,Romantic
13103,SF
13104,Romantic
13105,Război
13106,Matematică
13107,Dramă
13108,Familie
13109,Război
13110,Romantic
13111,Istorie
13112,Fizică
13113,Dramă
13114,Informatică
13115,Familie
13116,Dramă
13117,Fizică
13118,Familie
13119,Fizică
13120,SF
13121,Istorie
13122,Informatică
13123,Matematică
13124,Dramă
13125,SF
13126,Război
13127,Informatică
13128,Matematică
13129,Dramă
13130,Familie
13131,Fizică
13132,SF
13133,Fizică
13134,Familie
13135,Fizică
13136,Război
13137,SF
13138,Istorie
13139,Dramă
13140,SF
13141,Dramă
13142,Istorie
13143,Fizică
13144,Fizică
13145,Informatică
13146,Matematică
13147,Istorie
13148,Familie
13149,Familie
13150,Familie
13151,Familie
13152,Familie
13153,Război
13154,Dramă
13155,Război
13156,Istorie
13157,Fizică
13158,Informatică
13159,Fizică
13160,Matematică
13161,Familie
13162,Război
13163,Romantic
13164,Dramă
13165,Matematică
13166,Fizică
13167,Istorie
13168,Istorie
13169,Dramă
13170,SF
13171,SF
13172,SF
13173,Familie
13174,Istorie
13175,Război
13176,Matematică
13177,Informatică
13178,Război
13179,Matematică
13180,Fizică
13181,Familie
13182,Război
13183,Dramă
13184,Fizică
13185,Istorie
13186,Romantic
13187,Fizică
13188,Informatică
13189,Romantic
13190,Matematică
13191,Dramă
13192,Romantic
13193,Matematică
13194,SF
13195,SF
13196,Romantic
13197,Război
13198,Dramă
13199,Informatică
13200,Război
13201,Familie
13202,Dramă
13203,SF
13204,Matematică
13205,Fizică
13206,Dramă
13207,Familie
13208,Fizică
13209,Informatică
13210,Război
13211,Familie
13212,Istorie
13213,Istorie
13214,SF
13215,Romantic
13216,Fizică
13217,Istorie
13218,Familie
13219,Matematică
13220,Dramă
13221,Fizică
13222,Familie
13223,SF
13224,Dramă
13225,Istorie
13226,Dramă
13227,Familie
13228,SF
13229,Dramă
13230,Război
13231,Informatică
13232,Fizică
13233,Matematică
13234,Informatică
13235,Război
13236,SF
13237,Matematică
13238,Matematică
13239,Romantic
13240,Romantic
13241,Familie
13242,Dramă
13243,Familie
13244,Familie
13245,Informatică
13246,Familie
13247,Fizică
13248,SF
13249,Istorie
13250,SF
13251,Război
13252,Dramă
13253,SF
13254,Istorie
13255,Romantic
13256,Informatică
13257,Informatică
13258,Informatică
13259,Matematică
13260,Război
13261,Dramă
13262,Dramă
13263,Matematică
13264,SF
13265,SF
13266,SF
13267,Romantic
13268,Dramă
13269,Matematică
13270,Informatică
13271,SF
13272,Istorie
13273,Dramă
13274,Fizică
13275,Istorie
13276,Istorie
13277,Istorie
13278,Informatică
13279,Romantic
13280,Fizică
13281,Romantic
13282,Familie
13283,Istorie
13284,Istorie
13285,Război
13286,Familie
13287,Informatică
13288,Romantic
13289,Informatică
13290,Familie
13291,Matematică
13292,Istorie
13293,Romantic
13294,Informatică
13295,Romantic
13296,Informatică
13297,Dramă
13298,Fizică
13299,Informatică
13300,Informatică
13301,Război
13302,Matematică
13303,Familie
13304,Război
13305,Romantic
13306,Informatică
13307,SF
13308,Război
13309,Fizică
13310,Război
13311,Istorie
13312,Război
13313,Dramă
13314,Fizică
13315,SF
13316,Informatică
13317,Război
13318,Informatică
13319,Fizică
13320,Dramă
13321,Familie
13322,Romantic
7460,SF
7461,Informatică
7462,Familie
7463,Fizică
7464,Familie
7465,Matematică
7466,Război
7467,Matematică
7468,Familie
7469,Război
7470,Familie
7471,SF
7472,Dramă
7473,Romantic
7474,Romantic
7475,Fizică
7476,Matematică
7477,Familie
7478,SF
7479,Matematică
7480,Informatică
7481,Romantic
7482,Dramă
7483,Informatică
7484,Istorie
7485,Istorie
7486,Dramă
7487,Istorie
7488,Informatică
7489,Romantic
7490,Romantic
7491,Matematică
7492,Istorie
7493,SF
7494,Romantic
7495,Romantic
7496,Fizică
7497,Familie
7498,Dramă
7499,Romantic
11860,Familie
11861,Fizică
11862,Istorie
11863,Dramă
11864,Familie
11865,Romantic
11866,Fizică
11867,Istorie
11868,Romantic
11869,Fizică
11870,Dramă
11871,Dramă
11872,Matematică
11873,Romantic
11874,Dramă
11875,Familie
11876,Familie
11877,Informatică
11878,Fizică
11879,Istorie
11880,Război
11881,Matematică
11882,Război
11883,Istorie
11884,Război
11885,Război
11886,Romantic
11887,Romantic
11888,Dramă
11889,Matematică
11890,Romantic
11891,Informatică
11892,SF
11893,Război
11894,Război
11895,Istorie
11896,Război
11897,Război
11898,Dramă
11899,Război
11900,Matematică
11901,Informatică
11902,Istorie
11903,Istorie
11904,Război
11905,Fizică
11906,Romantic
11907,Istorie
11908,Matematică
11909,Război
11910,Matematică
11911,SF
11912,Fizică
11913,SF
11914,Familie
11915,Romantic
11916,Informatică
11917,Război
11918,Matematică
11919,Romantic
11920,Informatică
11921,Familie
11922,Matematică
11923,SF
11924,Familie
11925,SF
11926,Fizică
11927,Informatică
11928,Romantic
11929,Romantic
11930,SF
11931,Matematică
11932,Istorie
11933,Fizică
11934,Fizică
11935,Război
11936,Istorie
11937,Fizică
11938,Dramă
11939,Istorie
11940,Familie
11941,SF
11942,Matematică
11943,Război
11944,SF
11945,Istorie
11946,Război
11947,Familie
11948,Dramă
11949,Război
11950,Război
11951,Informatică
11952,SF
11953,Fizică
11954,Dramă
11955,Fizică
11956,Fizică
11957,Război
11958,Romantic
11959,Matematică
11960,Istorie
11961,Dramă
11962,SF
11963,Matematică
11964,Romantic
11965,Romantic
11966,Dramă
11967,Matematică
11968,Matematică
11969,Fizică
11970,Istorie
11971,Dramă
11972,Matematică
11973,Matematică
11974,Familie
11975,Fizică
11976,Război
11977,Război
11978,Fizică
11979,Familie
11980,Istorie
11981,Familie
11982,Război
11983,Război
11984,Fizică
11985,Familie
11986,Matematică
11987,Informatică
11988,Matematică
11989,Fizică
11990,Informatică
11991,Familie
11992,Dramă
11993,Dramă
11994,Fizică
11995,Dramă
11996,SF
11997,Dramă
11998,Romantic
11999,Familie
12000,Romantic
12001,Familie
12002,SF
12003,Istorie
12004,Romantic
12005,Familie
12006,Familie
12007,Istorie
12008,Familie
12009,Război
12010,Istorie
12011,Informatică
12012,Dramă
12013,Dramă
12014,Informatică
12015,Matematică
12016,Romantic
12017,Familie
12018,Informatică
12019,Familie
12020,Matematică
12021,SF
12022,Fizică
12023,Dramă
12024,Familie
12025,Romantic
12026,Istorie
12027,Romantic
12028,Război
12029,Fizică
12030,Familie
12031,Război
12032,Informatică
12033,Război
12034,SF
8742,Informatică
8743,Fizică
8744,SF
8745,Informatică
8746,Dramă
8747,SF
8748,Istorie
8749,Dramă
8750,SF
8751,Dramă
8752,Dramă
8753,Informatică
8754,Familie
8755,Romantic
8756,Informatică
8757,Istorie
8758,Romantic
8759,Informatică
8760,Romantic
8761,Familie
8762,SF
8763,Familie
8764,Război
8765,Dramă
8766,Informatică
8767,Dramă
8768,Război
8769,Romantic
8770,Război
8771,SF
8772,Război
8773,Război
8774,Matematică
8775,Istorie
8776,Familie
8777,Război
8778,Dramă
8779,Informatică
8780,Dramă
8781,Familie
8782,Dramă
8783,Familie
8784,Război
8785,Război
8786,Dramă
8787,SF
8788,Romantic
8789,Dramă
8790,Istorie
8791,Fizică
8792,Familie
8793,Familie
8794,Matematică
8795,Fizică
8796,Familie
8797,Război
8798,Istorie
8799,Romantic
8800,Fizică
8801,Dramă
8802,Romantic
8803,Matematică
8804,Romantic
8805,SF
8806,Fizică
8807,Matematică
8808,Informatică
8809,Matematică
8810,Familie
8811,Fizică
8812,Război
8813,Familie
8814,Fizică
8815,Război
8816,Matematică
8817,Informatică
8818,Informatică
8819,Informatică
8820,Fizică
8821,Matematică
8822,Istorie
8823,Istorie
8824,SF
8825,Matematică
8826,Fizică
8827,Romantic
8828,Romantic
8829,Familie
8830,Matematică
8831,Familie
8832,Romantic
8833,Familie
8834,Informatică
8835,Istorie
8836,Informatică
8837,Romantic
8838,Matematică
8839,Război
8840,Romantic
8841,Informatică
8842,Matematică
8843,SF
8844,Fizică
8845,Fizică
8846,Istorie
8847,Dramă
8848,SF
8849,Dramă
8850,Război
8851,Război
8852,SF
8853,Război
8854,Istorie
8855,Război
8856,Matematică
8857,Familie
8858,SF
8859,Fizică
8860,Dramă
8861,SF
8862,Fizică
8863,Romantic
8864,Dramă
8865,Dramă
8866,Dramă
8867,Istorie
8868,Informatică
8869,Romantic
8870,Război
8871,Romantic
8872,Romantic
8873,Istorie
8874,Informatică
8875,Matematică
8876,Război
8877,Război
8878,Fizică
8879,Romantic
8880,Informatică
8881,SF
8882,SF
8883,Informatică
8884,Informatică
8885,Informatică
8886,Familie
8887,Dramă
8888,Dramă
8889,Istorie
8890,Familie
8891,SF
8892,Fizică
8893,Familie
8894,Familie
8895,Dramă
8896,Familie
8897,SF
8898,Fizică
8899,Informatică
8900,Matematică
8901,Război
8902,Istorie
8903,Familie
8904,Fizică
8905,SF
8906,Matematică
8907,Romantic
8908,Fizică
8909,Familie
8910,Război
8911,Matematică
8912,Matematică
8913,Matematică
8914,Familie
8915,Informatică
8916,SF
8917,Fizică
8918,Război
8919,Matematică
8920,SF
8921,Informatică
8922,Fizică
8923,Matematică
8924,Familie
8925,SF
8926,Fizică
8927,Informatică
8928,SF
8929,Fizică
8930,Familie
8931,SF
8932,SF
8933,Fizică
8934,Război
8935,Război
8936,Matematică
8937,Romantic
8938,Familie
8939,Istorie
8940,Fizică
8941,Informatică
8942,SF
8943,Romantic
8944,Romantic
8945,Familie
8946,Fizică
8947,SF
8948,Familie
8949,Matematică
8950,Fizică
8951,Familie
8952,Matematică
8953,Familie
8954,Război
8955,Război
8956,Dramă
8957,Familie
8958,Dramă
8959,Familie
8960,Dramă
8961,Familie
8962,Fizică
8963,Informatică
8964,Familie
8965,Informatică
8966,Familie
8967,Matematică
8968,Romantic
8969,SF
8970,Familie
8971,Dramă
8972,Istorie
8973,Fizică
8974,Informatică
8975,Istorie
8976,Matematică
8977,Fizică
8978,Familie
8979,Informatică
8980,Informatică
8981,Romantic
8982,Romantic
8983,Familie
8984,Romantic
8985,Dramă
8986,Dramă
8987,Istorie
8988,Matematică
8989,Dramă
8990,Romantic
8991,Istorie
8992,Familie
8993,Fizică
8994,Război
8995,Informatică
8996,Romantic
8997,Romantic
8998,Dramă
8999,SF
9000,Război
9001,Familie
9002,Istorie
9003,Război
9004,Matematică
9005,Familie
9006,Romantic
9007,Matematică
9008,Război
9009,SF
9010,Istorie
9011,Matematică
9012,Familie
9013,Război
9014,Familie
9015,Istorie
9016,Familie
9017,SF
9018,Dramă
9019,Război
9020,Matematică
9021,Istorie
9022,Informatică
9023,Familie
9024,Familie
9025,Istorie
9026,SF
9027,Familie
9028,Război
9029,Romantic
9030,Război
9031,SF
9032,Informatică
9033,Informatică
9034,Război
9035,Informatică
9036,SF
9037,Dramă
9038,Război
9039,Dramă
9040,Familie
9041,SF
9042,Familie
9043,SF
9044,Dramă
9045,Război
9046,Matematică
9047,Familie
9048,Romantic
9049,Istorie
9050,Dramă
9051,Istorie
9052,Fizică
9053,Matematică
9054,SF
9055,Dramă
9056,Familie
9057,Fizică
9058,Război
9059,Istorie
9060,SF
9061,Război
9062,Matematică
9063,Familie
9064,Război
9065,Istorie
9066,Dramă
9067,Familie
9068,Fizică
9069,Familie
9070,Război
9071,Fizică
9072,Informatică
9073,Matematică
9074,Dramă
9075,Matematică
9076,Familie
9077,Dramă
9078,Informatică
9079,Familie
9080,Informatică
9081,Matematică
9082,Fizică
9083,SF
9084,Romantic
9085,Familie
9086,Dramă
9087,Război
9088,Fizică
9089,Familie
9090,Romantic
9091,Istorie
9092,Fizică
9093,Familie
9094,Fizică
9095,Dramă
9096,Romantic
9097,Matematică
9098,Romantic
9099,Fizică
9100,Istorie
9101,Fizică
9102,Fizică
9103,Matematică
9104,Informatică
9105,Informatică
9106,Familie
9107,Familie
9108,Romantic
9109,Fizică
9110,Informatică
9111,SF
9112,Matematică
9113,Fizică
9114,Fizică
9115,Informatică
9116,Istorie
9117,SF
9118,Istorie
9119,Război
9120,Istorie
9121,Informatică
9122,Dramă
9123,Romantic
9124,Matematică
9125,Matematică
9126,Informatică
9127,Dramă
9128,Fizică
9129,Informatică
9130,Familie
9131,Război
9132,Fizică
9133,Matematică
9134,Fizică
9135,Romantic
9136,SF
9137,Istorie
9138,Dramă
9139,Romantic
9140,Informatică
9141,Romantic
9142,Familie
9143,Dramă
9144,Informatică
9145,Informatică
9146,Fizică
9147,Dramă
9148,Informatică
9149,Dramă
9150,Istorie
9151,Informatică
9152,Romantic
9153,Război
9154,Război
9155,Romantic
9156,Familie
9157,Romantic
9158,Informatică
9159,Familie
9160,Familie
9161,Dramă
9162,Romantic
9163,Matematică
9164,Romantic
9165,Familie
9166,Informatică
9167,Dramă
9168,Matematică
9169,Romantic
9170,Război
9171,Informatică
9172,Informatică
9173,Fizică
9174,Informatică
9175,Istorie
9176,Război
9177,Romantic
9178,Romantic
9179,Romantic
9180,Dramă
9181,SF
9182,Romantic
9183,Familie
9184,Fizică
9185,Dramă
9186,Război
9187,Matematică
9188,Dramă
9189,Informatică
9190,Matematică
9191,Război
9192,Matematică
9193,Război
9194,Informatică
9195,Dramă
9196,Dramă
9197,Fizică
9198,Informatică
9199,Romantic
9200,Dramă
9201,SF
9202,Informatică
9203,Dramă
9204,Fizică
9205,Familie
9206,Informatică
9207,Informatică
9208,SF
9209,Istorie
9210,Fizică
9211,Fizică
9212,Informatică
9213,Matematică
9214,Fizică
9215,Matematică
9216,Istorie
9217,Fizică
9218,Război
9219,Matematică
9220,Romantic
9221,Matematică
9222,Dramă
9223,Istorie
9224,SF
9225,Dramă
9226,Dramă
9227,Fizică
9228,Romantic
9229,Război
9230,Familie
9231,Fizică
9232,Istorie
9233,Istorie
9234,Dramă
9235,Matematică
9236,Familie
9237,Război
9238,Informatică
9239,Romantic
9240,Familie
9241,SF
9242,Familie
9243,Dramă
9244,Istorie
9245,Romantic
9246,Război
9247,Romantic
9248,Romantic
9249,Istorie
9250,Fizică
9251,Romantic
9252,Istorie
9253,Război
9254,Matematică
9255,Matematică
9256,Romantic
9257,Matematică
9258,Matematică
9259,Informatică
9260,SF
9261,Dramă
9262,Dramă
9263,Romantic
9264,Război
9265,Istorie
9266,Romantic
9267,Familie
9268,Istorie
9269,Familie
9270,Romantic
9271,Romantic
9272,Romantic
9273,Dramă
9274,Dramă
9275,Familie
9276,Război
9277,Fizică
9278,Război
9279,Dramă
9280,Fizică
9281,Matematică
9282,Romantic
9283,Familie
9284,Familie
9285,SF
9286,Istorie
9287,SF
9288,Familie
9289,SF
9290,Familie
9291,Familie
9292,Familie
9293,Familie
9294,Istorie
9295,Familie
9296,Romantic
9297,Familie
9298,Dramă
9299,SF
9300,Război
9301,Matematică
9302,Romantic
9303,Matematică
9304,Istorie
9305,Fizică
9306,SF
9307,Informatică
9308,Istorie
9309,Război
9310,Informatică
9311,Matematică
9312,Matematică
9313,Romantic
9314,Informatică
9315,Familie
9316,Istorie
9317,Informatică
9318,Dramă
9319,Familie
9320,Romantic
9321,Dramă
9322,Război
9323,Matematică
9324,Război
9325,Matematică
9326,SF
9327,Familie
9328,Familie
9329,SF
9330,Istorie
9331,Matematică
9332,Istorie
9333,Fizică
9334,Dramă
9335,Dramă
9336,Familie
9337,Război
9338,Romantic
9339,Război
9340,Romantic
9341,Romantic
9342,Fizică
9343,Romantic
9344,Fizică
9345,Romantic
9346,Istorie
9347,Familie
9348,Istorie
9349,Fizică
9350,Informatică
9351,Romantic
9352,Informatică
9353,Război
9354,Romantic
9355,Familie
9356,Romantic
9357,Război
9358,Familie
9359,Dramă
9360,Război
9361,Informatică
9362,Romantic
9363,Familie
9364,Fizică
9365,Familie
9366,SF
9367,Matematică
9368,SF
9369,Război
9370,Fizică
9371,Matematică
9372,Romantic
9373,Informatică
9374,Război
9375,Informatică
9376,Familie
9377,Dramă
9378,Matematică
9379,SF
9380,Dramă
9381,Istorie
9382,Război
9383,Familie
9384,Matematică
9385,Dramă
9386,Matematică
9387,SF
9388,Fizică
9389,Fizică
9390,Familie
9391,Matematică
9392,Matematică
9393,Familie
9394,SF
9395,Informatică
9396,Fizică
9397,Fizică
9398,Informatică
9399,Familie
9400,Familie
9401,Romantic
9402,Război
9403,Matematică
9404,Dramă
9405,Familie
9406,Istorie
9407,Război
9408,Familie
9409,Istorie
9410,Război
9411,SF
9412,Fizică
9413,Informatică
9414,Dramă
9415,Familie
9416,Matematică
9417,Fizică
9418,Familie
9419,Familie
9420,Dramă
9421,Romantic
9422,Matematică
9423,Fizică
9424,Război
9425,Matematică
9426,SF
9427,SF
9428,Fizică
9429,Fizică
9430,Istorie
9431,Istorie
9432,Informatică
9433,SF
9434,Familie
9435,Matematică
9436,Familie
9437,Matematică
9438,Romantic
9439,SF
9440,Război
9441,SF
9442,Dramă
9443,Război
9444,Informatică
9445,Război
9446,Informatică
9447,Informatică
9448,Război
9449,Romantic
9450,Istorie
9451,Război
9452,Romantic
9453,Istorie
9454,Romantic
9455,Dramă
9456,Istorie
9457,Război
9458,Informatică
9459,Informatică
9460,Familie
9461,Război
9462,SF
9463,Romantic
9464,Dramă
9465,Istorie
9466,Război
9467,SF
9468,Dramă
9469,Istorie
9470,Familie
9471,Fizică
9472,Istorie
9473,Matematică
9474,Informatică
9475,Război
9476,SF
9477,SF
9478,Matematică
9479,Război
9480,Informatică
9481,Informatică
9482,SF
9483,SF
9484,Fizică
9485,Dramă
9486,SF
9487,Matematică
9488,Fizică
9489,Istorie
9490,Istorie
9491,Fizică
9492,Fizică
9493,Romantic
9494,Dramă
9495,Familie
9496,SF
9497,Istorie
9498,SF
9499,Matematică
9500,Informatică
9501,Romantic
9502,Familie
9503,Matematică
9504,Istorie
9505,Familie
9506,Informatică
9507,Dramă
9508,Romantic
9509,Familie
9510,Război
9511,Război
9512,Familie
9513,Familie
9514,Familie
9515,Război
9516,Dramă
9517,Istorie
9518,Matematică
9519,Familie
9520,Război
9521,Informatică
9522,Război
9523,Matematică
9524,Informatică
9525,Război
9526,Război
9527,Matematică
9528,Istorie
9529,Istorie
9530,Fizică
9531,Fizică
9532,Informatică
9533,Istorie
9534,Război
9535,Romantic
9536,Fizică
9537,Istorie
9538,Romantic
9539,Fizică
9540,Dramă
9541,Dramă
9542,Familie
9543,Istorie
9544,Romantic
9545,Informatică
9546,Informatică
9547,Informatică
9548,Familie
9549,Război
9550,Război
9551,Romantic
9552,Istorie
9553,Război
9554,Fizică
9555,Informatică
9556,Istorie
9557,Familie
9558,Matematică
9559,Război
9560,Dramă
9561,Dramă
9562,Matematică
9563,SF
9564,Informatică
9565,Familie
9566,Război
9567,Dramă
9568,Dramă
9569,Dramă
9570,Informatică
9571,Dramă
9572,Fizică
9573,Fizică
9574,Război
9575,Fizică
9576,Matematică
9577,Istorie
9578,Informatică
9579,Matematică
9580,Război
9581,Matematică
9582,Informatică
9583,Război
9584,Istorie
9585,Familie
9586,Informatică
9587,Informatică
9588,SF
9589,Fizică
9590,Fizică
9591,Fizică
9592,Familie
9593,Fizică
9594,Familie
9595,Război
9596,Informatică
9597,SF
9598,Familie
9599,Romantic
9600,Familie
9601,Fizică
9602,Război
